Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.31.212-220.185.184.26-57837-443-6,192.168.31.212,57837,220.185.184.26,443,6,13/06/2024 09:12,63979160,21,25,12515,2509,1200,0,595.952381,575.5344018,1200,0,100.36,278.4844221,234.8264654,0.718984119,1421759.111,4307830.035,1.50E+07,0,6.31E+07,3155585.65,6114911.099,1.50E+07,1,6.39E+07,2664510.542,5681556.763,1.50E+07,0,0,0,0,0,432,596,0.328231881,0.390752239,0,1200,319.6595745,497.6829913,247688.3599,1,2,0,8,45,0,0,0,1,326.6086957,595.952381,100.36,0,0,0,7498,8,49392,4,2503,5,501,64240,53,17,20,779749.75,1497158.178,3025487,30963,1.50E+07,26081.863,1.50E+07,1.50E+07,0
192.168.31.212-220.185.184.26-57837-443-6,192.168.31.212,57837,220.185.184.26,443,6,13/06/2024 09:13,1046490,2,1,0,0,0,0,0,0,0,0,0,0,0,2.866725912,523245,694592.4054,1014396,32094,1014396,1014396,0,1014396,1014396,0,0,0,0,0,0,0,0,0,40,20,1.911150608,0.955575304,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,514,0,0,20,0,0,0,0,0,0,0,0,0
192.168.31.212-121.36.47.3-57845-443-6,192.168.31.212,57845,121.36.47.3,443,6,13/06/2024 09:12,68631986,52,32,50624,980,1200,0,973.5384615,452.8552754,347,0,30.625,87.87371804,751.8943135,1.223919121,826891.3976,3330004.185,1.50E+07,0,5.37E+07,1053583.157,3717970.448,1.51E+07,0,6.86E+07,2212552,5224067.644,1.51E+07,0,0,0,0,0,1052,712,0.757664218,0.466254903,0,1200,607.1058824,584.3563823,341472.3815,1,2,0,12,83,0,0,0,0,614.3333333,973.5384615,30.625,0,0,0,25769,25,219757,10,10124,6,196,64240,282,48,20,80579.4,83057.40161,229025,41308,1.36E+07,2957423.54,1.50E+07,8356650,0
192.168.31.212-121.36.47.3-57845-443-6,192.168.31.212,57845,121.36.47.3,443,6,13/06/2024 09:13,1053157,3,1,0,0,0,0,0,0,0,0,0,0,0,3.798104176,351052.3333,572410.5709,1011581,45,1011626,505813,715263.965,1011581,45,0,0,0,0,0,0,0,0,0,72,20,2.848578132,0.949526044,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,511,0,0,20,0,0,0,0,0,0,0,0,0
192.168.31.212-183.47.118.249-57858-80-6,192.168.31.212,57858,183.47.118.249,80,6,13/06/2024 09:13,66477,3,4,822,315,822,0,274,474.5819213,315,0,78.75,157.5,17103.65991,105.2995773,11079.5,13027.57971,35550,0,21707,10853.5,1311.683079,11781,9926,56602,18867.33333,17875.40772,35550,0,0,0,0,0,72,92,45.12839027,60.17118703,0,822,142.125,296.0002111,87616.125,1,2,0,2,6,0,0,0,1,162.4285714,274,78.75,0,0,0,0,0,0,0,0,0,0,64240,501,1,20,0,0,0,0,0,0,0,0,0
192.168.31.212-183.47.118.249-57858-80-6,192.168.31.212,57858,183.47.118.249,80,6,13/06/2024 09:13,9306,2,1,0,0,0,0,0,0,0,0,0,0,0,322.3726628,4653,6078.289891,8951,355,355,355,0,355,355,0,0,0,0,0,0,0,0,0,40,20,214.9151085,107.4575543,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,20,0,0,0,0,0,0,0,0,0
192.168.31.212-43.135.181.183-57321-18716-6,192.168.31.212,57321,43.135.181.183,18716,6,13/06/2024 09:12,92648432,14,16,7,24,1,0,0.5,0.518874522,24,0,1.5,6,0.334598215,0.323804725,3194773.517,6144940.305,1.50E+07,0,9.13E+07,7022003.923,7718023.561,1.50E+07,141258,9.25E+07,6166592.333,7612492.527,1.52E+07,0,0,0,0,0,280,404,0.151108871,0.172695853,0,24,1.032258065,4.285509468,18.3655914,1,0,0,1,30,0,0,0,1,1.066666667,0.5,1.5,0,0,0,0,0,0,2,1,2,3,515,501,6,20,179792.6667,727.0553395,180936,178718,1.50E+07,3039.469734,1.50E+07,1.50E+07,0
192.168.31.212-43.135.181.183-57321-18716-6,192.168.31.212,57321,43.135.181.183,18716,6,13/06/2024 09:13,180299,4,1,48,0,24,0,12,13.85640646,0,0,0,0,266.2244383,27.73171232,45074.75,89744.92376,179692,23,607,202.3333333,156.0299117,307,23,0,0,0,0,0,0,0,0,0,80,20,22.18536986,5.546342464,0,24,8,12.39354671,153.6,1,0,1,2,4,0,0,0,0,9.6,12,0,0,0,0,0,0,0,0,0,0,0,515,0,2,20,0,0,0,0,0,0,0,0,0
43.135.181.183-192.168.31.212-18716-57321-6,43.135.181.183,18716,192.168.31.212,57321,6,13/06/2024 09:13,0,2,0,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
192.168.31.212-183.47.118.249-57862-80-6,192.168.31.212,57862,183.47.118.249,80,6,13/06/2024 09:13,63138,3,4,778,331,778,0,259.3333333,449.1785094,331,0,82.75,165.5,17564.69955,110.8682568,10523,16477.86878,42796,0,9667,4833.5,5830.095411,8956,711,54421,18140.33333,22129.42793,42796,0,0,0,0,0,72,92,47.51496721,63.35328962,0,778,138.625,283.1228595,80158.55357,1,2,0,2,6,0,0,0,1,158.4285714,259.3333333,82.75,0,0,0,0,0,0,0,0,0,0,64240,501,1,20,0,0,0,0,0,0,0,0,0
192.168.31.212-183.47.118.249-57863-80-6,192.168.31.212,57863,183.47.118.249,80,6,13/06/2024 09:13,73933,3,4,721,973,721,0,240.3333333,416.2695441,973,0,243.25,486.5,22912.63712,94.68031867,12322.16667,18943.35662,49281,3,12990,6495,7731.505545,11962,1028,62116,20705.33333,25565.0612,49281,3,0,0,0,0,72,92,40.57727943,54.10303924,0,973,211.75,397.8272238,158266.5,1,2,0,2,6,0,0,0,1,242,240.3333333,243.25,0,0,0,0,0,0,0,0,0,0,64240,501,1,20,0,0,0,0,0,0,0,0,0
192.168.31.212-183.47.118.249-57861-80-6,192.168.31.212,57861,183.47.118.249,80,6,13/06/2024 09:13,311897,3,4,710,1182,710,0,236.6666667,409.9186911,1182,0,295.5,591,6066.105157,22.4433066,51982.83333,115164.328,286765,2,12736,6368,7892.725892,11949,787,300108,100036,161849.5345,286765,2,0,0,0,0,72,92,9.618559973,12.82474663,0,1182,236.5,455.7201522,207680.8571,1,2,0,2,6,0,0,0,1,270.2857143,236.6666667,295.5,0,0,0,0,0,0,0,0,0,0,64240,501,1,20,0,0,0,0,0,0,0,0,0
192.168.31.212-113.240.76.215-57865-443-6,192.168.31.212,57865,113.240.76.215,443,6,13/06/2024 09:13,176135,11,18,866,11241,517,0,78.72727273,159.0006861,1200,0,624.5,586.3674064,68737.04829,164.646436,6290.535714,13179.62209,36862,0,143539,14353.9,18208.55906,37097,14,142205,8365,15004.93849,37505,0,0,0,0,0,244,372,62.4520964,102.1943396,0,1200,403.5666667,534.9852517,286209.2195,1,2,0,10,28,0,0,0,1,417.4827586,78.72727273,624.5,0,0,0,12107,15,111200,0,0,0,0,64240,3072,4,20,0,0,0,0,0,0,0,0,0
192.168.31.212-183.47.118.249-57868-80-6,192.168.31.212,57868,183.47.118.249,80,6,13/06/2024 09:13,79116,3,4,822,315,822,0,274,474.5819213,315,0,78.75,157.5,14371.3029,88.47767835,13186,12974.28389,31620,0,35957,17978.5,10358.40724,25303,10654,68549,22849.66667,19965.64099,36929,0,0,0,0,0,72,92,37.91900501,50.55867334,0,822,142.125,296.0002111,87616.125,1,2,0,2,6,0,0,0,1,162.4285714,274,78.75,0,0,0,0,0,0,0,0,0,0,64240,501,1,20,0,0,0,0,0,0,0,0,0
192.168.31.212-183.47.118.249-57868-80-6,192.168.31.212,57868,183.47.118.249,80,6,13/06/2024 09:13,11986,2,1,0,0,0,0,0,0,0,0,0,0,0,250.2920073,5993,7896.968532,11577,409,409,409,0,409,409,0,0,0,0,0,0,0,0,0,40,20,166.8613382,83.43066911,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,20,0,0,0,0,0,0,0,0,0
